name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,ID_Kelurahan 
Warung wayanti,Jalan Kampung Ranca,-6.9004525,107.7066232,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Saung Bale Biru,"Jalan Palintang, Pasirwangi",-6.9003052,107.706944,OPERATIONAL,5,6,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Bubur Ayam Spesial Mang Bow,"Dekat, Jalan Palintang No.10, Pasirwangi",-6.8999705,107.7073005,OPERATIONAL,5,44,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Warung Mang Agan,"Jalan Palintang No.11, Pasirwangi",-6.9006732,107.7060669,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Mie kocok ibu usep,"Jalan Palintang No.26, Pasirwangi",-6.8996152,107.707525,OPERATIONAL,5,6,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Kedai Bunda Yasmin,"Gang Bukatanah I No.12, RT.01/RW.07, Pasirwangi",-6.9004515,107.705115,OPERATIONAL,5,3,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Todoroki Snacks & Desserts,Pasirwangi,-6.8994225,107.7045663,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Ketoprak sedap malam,"Jalan Cinangka No.rt 03, RT.03/RW.05, Pasirwangi",-6.9002098,107.704631,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
pujasera tan kuliner cinangka,"3PX3+WV6, Jalan Cinangka, Pasirwangi",-6.9002081,107.7046266,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Warung Seblak Teh Ros,"4P25+858, Jalan Palintang, Pasirwangi",-6.8992086,107.7079588,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Pempek Arka,"Cluster Pesona Regency Blok D No. 12, Pasirwangi",-6.8992944,107.7043959,OPERATIONAL,5,2,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Warung Bu Pigur,"Jalan Winaya Agung I No.1, Pasirwangi",-6.9010614,107.706869,OPERATIONAL,5,4,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Lontong Padang Salero Mande,Komplek Griya Winaya Blok B1/4,-6.9009931,107.7071894,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Baso Mas Toni,"Jalan Winaya Agung I No.1, Pasirwangi",-6.9012802,107.7067255,OPERATIONAL,5,3,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
RM Tanjung Lereng,"Jalan Cinangka No.118, Pasirwangi",-6.9011546,107.7052895,OPERATIONAL,4.5,2,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Tutug Oncom,"4P23+GM9, Jalan Raya Ujung Berung Jalan Cinangka, Pasirwangi",-6.8987017,107.7042396,OPERATIONAL,3.5,6,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
Warung Adnan katsu,"Kp sekeburuy RT.4/RW.6, Pasirwangi",-6.8990322,107.7082529,OPERATIONAL,5,7,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
warung Ayam Krenyet Sambal Ledak,"Griya, Jalan Winaya Raya Jalan Winaya Elok IV No.26 Blok E2, Pasirjati",-6.9012083,107.7099997,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Omah Opah,"Griya Winaya blok B14 No. 1 - 2, Kelurahan RT.003/RW.014, Pasirjati",-6.9021416,107.7087992,OPERATIONAL,4.6,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Chicken barn,"Jalan Winaya Elok Raya No.20, Pasirjati",-6.9010734,107.7106933,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Mayasi Food,"Kavling Ashobirin, Jl Soma Darya Jalan Pasir Jati No.1, RT.03/RW.013",-6.9011791,107.7115451,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Add food mie ayam,"3PW5+7H8, Jalan Babakan Teureup, Pasirjati",-6.9043365,107.708943,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Warung umi Shela,"Jalan Babakan Teureup RT.05/RW.10, Pasirjati",-6.9048382,107.7094838,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Belut Sambal Kemangi,"Komplek Griya Winaya Blok F1/4, Pasirjati Kec. Ujung Berung, Kota Bandung, Pasirjati",-6.900289,107.7109923,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Khalita Food,"3PW5+5FV, Pasirjati",-6.9045236,107.7086797,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Pisang Keju Crispy D'Rizki,"3PV6+XPV, Jalan Gending Jati Raya, Pasirjati",-6.9050068,107.7118063,OPERATIONAL,3,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Briliana,"Jalan Koperasi Raya, Pasirjati",-6.8998932,107.7112491,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.5_1
Mandarin Restaurant,"Jalan Kebon Kawung No.45-47, Pasir Kaliki",-6.9125,107.5983333,OPERATIONAL,4.2,643,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.5_1
ANGKRINGAN KOJO,"Jalan Moch. Yunus No.8, Pasir Kaliki",-6.9077279,107.5994153,OPERATIONAL,4.5,11,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.5_1
Kehidupan Tidak Pernah Berakhir,"Jalan Pajajaran No.63, Pasir Kaliki",-6.9068789,107.5983584,OPERATIONAL,4.5,6668,"restaurant, point_of_interest, food, establishment",1,IDN.9.14.16.5_1
Warung Nasi Kabita,"3HWX+CR5, Jalan Doktor Rajiman, Pasir Kaliki",-6.9039883,107.5996196,OPERATIONAL,4,8,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.5_1
Holland Bakery Abdul Rivai,"Jalan Doktor Abdul Rivai No.7, Pasir Kaliki",-6.9045878,107.603545,OPERATIONAL,4.6,643,"bakery, store, restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.5_1
The Square Restaurant Bandung,"No 25, Jalan Cihampelas No.23, Tamansari",-6.9048164,107.6041337,OPERATIONAL,4.5,62,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.5_1
Fung's Kitchen Bandung,"Jalan Marjuk No.3, Pasir Kaliki",-6.9121859,107.6022623,OPERATIONAL,4.9,33,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.5_1
Warung Nasi Ampera - Kebon Kawung,"Jalan Kebon Kawung No.28, Pasir Kaliki",-6.9123946,107.6012345,OPERATIONAL,4,1609,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.5_1
Kantin Neng Yeye Surapati Core K-17,"Ruko Surapati Core Blok K No.17, Jalan Khp Hasan Mustopa No.39, Pasirlayung",-6.900353,107.6532624,OPERATIONAL,4.9,16,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Toko Core 9,"Jalan Anggrek Boulevard No.9, Pasirlayung",-6.9007919,107.6521525,OPERATIONAL,4.9,19,"store, convenience_store, meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Pesta Pizza (Bandung Era Sentra Talenta. PT),"JL. Penghulu Haji Hasan Mustopa No.39, Grand Surapati Core, Graha DFI, 2nd Floor, Pasirlayung",-6.901478,107.652624,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Warung Sederhana Bu Nati,"Jalan Khp Hasan Mustopa No.135, Padasuka",-6.9016647,107.6508867,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Kedjo Kedai Hedjo,"Jalan Padasuka No.118, Pasirlayung",-6.8951543,107.6562203,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Mie ayam sukabumi,"Sebrang cafe raita, Jalan Padasuka No.128, RT.3/RW.4, Pasirlayung",-6.8945475,107.6563653,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Mie Ayam Dilah,"Jalan Sirnagalih No.22, Pasirlayung",-6.8951149,107.6570984,OPERATIONAL,4.5,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Nasi Goreng Berkah Djaya,"Jalan Padasuka No.129, Pasirlayung",-6.8948338,107.65599,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Molen Mini Asyik,"Jalan Padasuka No.116, Pasirlayung",-6.8953455,107.6560888,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Toko Aldi,"Jalan Padasuka Atas No.131-133, Pasirlayung",-6.8944619,107.6562209,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
"Warung Bagor ""Rajanya Bakar Dan Goreng""","Jalan Padasuka Atas No.131-133, Pasirlayung",-6.8944619,107.6562209,OPERATIONAL,5,16,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Rumah Makan Talago Biru,"Jalan Padasuka No.137, Pasirlayung",-6.8944217,107.6562809,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Pizza & Burger Ananda,"Jalan Padasuka No.127-129, Pasirlayung",-6.8951865,107.6559562,OPERATIONAL,4.7,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Terasuka,"Jalan Padasuka Komp Kawasaki No.116, Pasirlayung",-6.895374,107.656035,OPERATIONAL,4.1,12,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.14.4_1
Ayam Geprek SARASA Sirnagalih,"Jalan Sirnagalih No.22, Pasirlayung",-6.8952205,107.657194,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Topoci Padasuka - Angkringan Asli Korea,Jalan Padasuka No.125,-6.8951155,107.6558945,OPERATIONAL,4.7,12,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Demifa,"Jalan Padasuka No.125, Teras Jajanan Yomart Padasuka 2, Pasirlayung",-6.894916,107.6558787,OPERATIONAL,3.8,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.14.4_1
Cosmodog,"Jalan Pasirwangi Raya No.23, Pasirluyu",-6.9482798,107.6195783,OPERATIONAL,5,11,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Kantin Fajar sederhana,"Jalan Pasirwangi Raya No.23, Pasirluyu",-6.9483621,107.6197218,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Warnas Ibu Reni,"3J29+FP6, Jalan Soekarno-Hatta, Pasirluyu",-6.948829,107.619264,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Warnas Bu Euis,"Jalan Soekarno-Hatta No.461, Pasirluyu",-6.9489106,107.6196179,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Warmindo warnas padaringan,"3J29+978, Pasirluyu",-6.9490847,107.6182089,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Surabi Abah Deden,"3J3C+8GJ, Jalan Pasirluyu Selatan, Pasirluyu",-6.9466656,107.6212555,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Kedai Panineungan,"Jalan Pasirluyu Selatan No.26, Pasirluyu",-6.9459113,107.6209858,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Zuppa Qilla's 3,"3J3C+MG7, Jalan Pasirluyu Selatan, Pasirluyu, alun alun",-6.9458344,107.6212871,CLOSED_TEMPORARILY,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Alena dimsum,"3J2C+427, Jalan Pasirluyu RT.03/RW.3",-6.9497137,107.6200524,OPERATIONAL,5,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
WARUNG NASI AROKAH,"3J2C+HJ6, Jalan Pasirluyu Selatan, Pasirluyu",-6.9485975,107.6215279,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Jln. soekarno hatta,"Jalan Soekarno-Hatta No.477, Pasirluyu",-6.9490035,107.621265,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Warung Nasi Citra,"3J2C+CH6, Jalan Soekarno-Hatta, Pasirluyu",-6.9489724,107.6213793,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.6_1
Seafood 66,"Jalan Sukajadi No.50, Pasteur",-6.8934698,107.5971937,OPERATIONAL,4.2,34,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.27.2_1
Kawan Setia,"Jalan Jurang No.68, Pasteur",-6.886556,107.600689,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.27.2_1
AYAM KREMESS ALAMANDA,"Jalan Muara Timur I No.8, Pelindung Hewan",-6.9394876,107.6011437,OPERATIONAL,3.9,9,"cafe, meal_takeaway, store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Es Cendol Elizabeth Pusat,"Jalan Inhoftank No.64, Pelindung Hewan",-6.943035,107.6029078,OPERATIONAL,4.5,5286,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.4.6_1
"Nasi Pecel Surabaya ""Kurdi""","Kompleks Kurdi, No 84, Ruko, Pelindung Hewan",-6.943942,107.6044382,OPERATIONAL,4.4,169,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.4.6_1
"Warcu ""Warung seblak mama cucu""","Jalan Inhoftank No.40, Pelindung Hewan",-6.9400125,107.6031987,OPERATIONAL,4,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
pisang keju PALEM KURNIA,"Jalan Inhoftank No.34, Pelindung Hewan",-6.9397469,107.6032057,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Dinasty internet cafe,Jalan Inhoftank No.31b,-6.9396636,107.603398,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Bubur Ayam Mas Berto,"Gang Inhofftank 2 No.5/96, Pelindung Hewan",-6.9395,107.603192,CLOSED_TEMPORARILY,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Afc Fried Chicken,"Jalan Inhoftank No.26, Pelindung Hewan",-6.939362,107.6031148,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Jus kidding,"Jalan Inhoftank No.24, Pelindung Hewan",-6.9392714,107.6030977,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Bakso Tetelan Inhofftank,"Jalan Inhoftank No.Kavling 20, Pelindung Hewan",-6.9401905,107.6038725,OPERATIONAL,3.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Frozen Food Kavling 16,"Jalan Inhoftank No.Kavling 16, Kel, Pelindung Hewan",-6.9403707,107.603769,OPERATIONAL,5,26,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Wong Potato Bandung,"sebrang, Kompleks Jati Permai, Jalan Inhoftank",-6.9407813,107.6031288,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.6_1
Raja Ayam,"Jalan Pasundan No.126, Pungkur",-6.9306248,107.6084559,OPERATIONAL,4,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.7_1
RINA SHOP,"Jalan Raden Dewi Sartika No.101, Pungkur",-6.929635,107.6055002,OPERATIONAL,3.8,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.7_1
Tutut Bu Osy,"Jalan Dudukuy No.2, Pungkur",-6.9314559,107.6087391,OPERATIONAL,4.3,29,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.7_1
Mie baso yen,"3JF3+2PW, Jalan Ijan, Pungkur",-6.9273915,107.6043162,OPERATIONAL,4.3,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.7_1
Garage seafood,"Cluster bumi adipura, Jalan Cemara A Jalan Cemara B No.15, Rancabolang",-6.9627934,107.6926263,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Saung Ma U'ah,"Jalan Cemara F No.18, Rancabolang",-6.9621883,107.6919832,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Indri,"Jalan Cemara G No.53 Blok G, Rancabolang",-6.962135,107.6911579,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Gorengan Katineung Rasa,"Jalan Adi Flora Raya No.22, Rancabolang",-6.9642507,107.6935995,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
MASAKAN PADANG EMBUN RAYA,"Jalan Raya Adi Mulya No.12, RT.01/RW.08",-6.9639461,107.6943729,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
"Sate Padang Meylan, Adipura","Jalan Adi Flora Raya No.17, Rancabolang",-6.9641501,107.6921344,OPERATIONAL,4.7,25,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Pusat jajanan umkm Adipura,"Jalan Adi Flora Raya No.17, Rancabolang",-6.964189,107.6921769,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Omahan Mbak Wid,"Perum Bumi Adipura Cluster Cempaka Blok 1B No 119, Rancabolang",-6.9645132,107.6938094,OPERATIONAL,Unknown,Unknown,"store, health, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Charada Summarecon,"Summarecon Bandung ruko Ruby commercial no.6, Rancabolang",-6.9602128,107.6948273,CLOSED_TEMPORARILY,4.3,21,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
DAPOER AMBU,"Ruko ruby commercial No.16, Summarecon",-6.9601341,107.6948212,OPERATIONAL,4.1,28,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
warung idoy,"Jalan Adi Seruni No.9, Rancabolang",-6.9623401,107.6903136,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Batagor Siamy,"bumi adipura cluster cempaka vb no 80, Rancabolang",-6.9649171,107.6941757,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Bakmie Goreng 2 Saudara ( Owie ) Bandung,"Jalan Adi Flora Raya No.15, Rancabolang",-6.9635094,107.6905331,OPERATIONAL,4.8,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
"Hu Noodle, Porridge & Dimsum","Ruko Ruby No.56, Rancabolang",-6.9595624,107.6947096,OPERATIONAL,4.4,23,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Ayam Bakar Adipura,Jalan Adi Flora Raya No.11-15,-6.9635242,107.6903955,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Pempek Rama Summarecon,"2MRV+6V8, Rancabolang",-6.9594533,107.6946945,OPERATIONAL,4.4,124,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Cheezey Garlix,"komp. Bumi Adipura, Jalan Adi Azalea No.26, Rancabolang",-6.9650505,107.6917479,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Kwetiau & Baso 28 cabang Summarecon Bandung,"Ruby Commercial Blok RC No.62, Summarecon, Rancabolang",-6.9593788,107.6946754,OPERATIONAL,4.6,159,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
CesKick,"Cluster cempaka VI B no 71 komplek bumi adipura, Rancabolang",-6.965447,107.6938601,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
Innovation Tour and Travel,"Maminias, Jalan Adi Bromelia No.2, Rancabolang",-6.9648955,107.6911698,OPERATIONAL,5,1,"travel_agency, lodging, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.3_1
WBJ (Warung Bu Djudju),"2PQ5+QP, Rancanumpang",-6.9605342,107.7093103,OPERATIONAL,4.9,45,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
KEDAI BUTIE,"Jalan Zaid Bin Tsabit Timur No.39, Rancanumpang",-6.9596447,107.7090675,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Sate Jando Mang BEM,"Jalan Ali Bin Abi Tholib No.42, Rancanumpang",-6.9592011,107.7100298,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Seblak Berkat (Gedebage),"Griya Cempaka Arum,jl.Thariq bin ziyad G2 No.43, Rancanumpang",-6.9591185,107.7098319,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Nasi Kuning Bu Elma,"Jl. Zaid bin Tsabit No.31 Bandung Komplek, Jalan Griya Cempaka Arum Blok M6, Rancanumpang",-6.9591702,107.7091676,OPERATIONAL,5,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Nasi kuning & Gado2 Bunda Neni,"Jalan Griya Cempaka Arum No.27 blok K4, RT.01/RW.04, Rancanumpang",-6.9611347,107.7085739,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Sate Maranggi Klaten,"Jalan Sor GBLA, Rancanumpang",-6.9619551,107.7097743,OPERATIONAL,4.8,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Makaroni CHICHIPS Cempaka Arum,Jalan Griya Cempaka Arum No.M-13 No. 98,-6.9591372,107.7088073,OPERATIONAL,3.9,69,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Alesha Ramyeon,"komplek griya cempaka arum, Jalan Thariq Bin Ziyad No.25 blok G2, Rancanumpang",-6.9586015,107.7099068,OPERATIONAL,5,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Warung Sate Sidadadi,"2PR5+F82, Rancanumpang",-6.958868,107.70828,OPERATIONAL,4,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Bubur Khas Cianjur H Oyung,"2PR6+8QP, Unnamed Road, Rancanumpang",-6.9592221,107.7118587,OPERATIONAL,5,11,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
Leli foods,"Jalan Thariq Bin Ziyad No.13 blok F2, Rancanumpang",-6.9580971,107.7098282,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.20.4_1
